,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,cash
2003-12-08,127185.4,126520.62,125864.7,126294.24,124906.04,125223.12,125361.61,126260.8,125236.76,59359.2374594
2003-12-09,125318.4,125562.66,125619.84,125677.92,123167.22,125476.52,125111.75,125118.35,125322.68,59805.5793151
2003-12-10,123637.56,125194.8,125013.75,124946.25,125826.57,125098.75,125002.32,124703.84,124486.08,59314.8694632
2003-12-11,126894.13,125815.68,125851.05,126818.16,126954.1,125025.06,125484.8,125936.68,126440.48,59369.5324782
2003-12-12,126918.22,127203.44,126560.6,126674.13,126727.15,127025.53,126056.75,126793.59,126623.84,59666.3561597
2003-12-15,126187.8,126492.62,125913.94,126376.2,124338.24,126386.34,126717.84,126504.94,125212.66,60253.4635442
2003-12-16,126724.56,126774.72,126848.61,126940.84,126680.4,127505.28,126370.2,126729.68,126967.26,59725.3312946
2003-12-17,127616.58,127929.54,126671.74,127217.31,126543.04,126335.02,127608.56,127371.25,127779.7,60003.5993813
2003-12-18,128461.95,129538.5,128822.72,128620.62,128418.9,127521.84,128675.1,128530.44,129264.77,60562.6502438
2003-12-19,127697.1,127890.82,128384.9,128216.16,127021.7,127843.6,128026.2,128264.4,128501.04,60667.6411306
2003-12-22,128915.36,128345.06,128926.5,128959.35,128145.36,128474.4,128933.1,127986.6,128422.08,60699.1626734
2003-12-23,128896.56,128586.68,128890.06,128790.4,129383.7,128857.05,128819.11,128838.0,128691.94,60923.942632
2003-12-24,128565.38,129546.5,128852.8,128478.0,128436.36,128545.4,128584.04,129083.96,128679.46,60965.7849614
2003-12-26,129195.92,128875.89,128945.2,128448.9,128913.6,129288.12,129005.5,129254.4,129075.24,61233.5429498
2003-12-29,130836.42,130926.4,130617.4,130437.3,130877.32,129957.82,130186.35,129999.48,130332.16,61338.3408609
2003-12-30,130143.58,130239.3,130803.2,129934.53,130338.26,130614.45,130661.67,130376.86,129885.3,61828.185232
2003-12-31,130362.21,130037.95,130827.92,130747.5,130708.42,130832.46,130321.38,130609.8,130872.44,61892.6343041
2004-01-02,130011.2,130059.52,129676.56,130464.46,130471.0,129480.0,130172.38,130882.82,129063.48,62016.1446741
2004-01-05,131993.32,132630.75,130992.96,131398.26,132383.8,131237.94,130558.38,131163.24,131061.38,62178.9425478
2004-01-06,130808.2,131058.96,131688.0,131133.44,132082.72,131671.15,132116.8,131592.12,131940.14,62265.0344724
2004-01-07,132317.44,131646.0,131422.87,131652.0,131957.28,131017.2,131418.98,131696.62,131826.0,61986.9910424
2004-01-08,132803.3,132916.08,131972.06,132334.64,133071.84,131396.74,131386.14,131345.55,131745.2,62527.0383476
2004-01-09,130826.85,132513.28,130742.95,130734.0,130925.2,131267.58,131584.95,131259.6,131385.51,62429.2113476
2004-01-12,131655.3,131339.36,131723.5,131792.96,132804.0,131612.89,130796.64,131402.07,131366.65,62228.2089838
2004-01-13,130091.07,131012.14,131098.14,130502.4,130062.24,131497.31,131794.04,131165.84,131000.8,62431.7555178
2004-01-14,132111.83,131580.99,131894.19,131999.0,132021.7,131555.43,131648.3,132090.98,131537.4,62205.8076497
2004-01-15,131449.92,129225.82,131651.52,132148.8,132296.29,132411.47,131830.17,132257.28,132546.24,62282.005835
2004-01-16,132142.71,132843.96,132068.24,133356.6,132785.1,132173.98,132304.43,132135.48,131784.48,62437.3372909
2004-01-20,132578.88,133705.08,132370.26,131567.85,132644.2,132498.64,133589.5,132018.28,131753.6,62896.1956436
2004-01-21,133382.69,133107.9,133965.0,133964.25,133286.72,133175.91,134135.1,133883.19,133597.2,62717.3068941
2004-01-22,133618.44,132229.38,133029.0,132976.64,132274.8,133666.52,133808.65,133246.44,133744.0,63312.6807234
2004-01-23,131472.24,133935.32,132130.29,132493.44,132671.2,133795.2,132629.76,132864.86,133039.55,63147.4589907
2004-01-26,133713.45,134728.02,134538.68,134351.26,134791.65,133926.51,132487.3,134124.51,133418.28,62966.9116714
2004-01-27,133838.88,132802.0,133064.47,133142.36,131844.83,133516.58,133547.48,133047.12,133045.08,63452.8816435
2004-01-28,131695.67,131730.69,130435.2,131072.94,130341.75,131522.4,133087.5,132102.1,130746.0,63169.1068846
2004-01-29,130360.91,131478.12,132625.68,131089.92,131475.6,133261.5,131092.28,134038.45,132494.57,62359.739028
2004-01-30,133238.73,130708.8,132392.28,132176.7,131516.25,131529.42,131464.08,132470.48,131658.55,62336.8442309
2004-02-02,131697.93,132414.42,132278.94,131932.2,131705.7,132335.37,130966.11,133508.4,131717.18,62577.6858163
2004-02-03,131098.0,131900.28,131976.0,131846.4,131850.88,133000.98,132693.33,133457.08,131310.45,62599.8912932
2004-02-04,131895.72,131105.58,131464.08,131235.5,130352.04,132217.8,130580.91,131408.64,131420.38,62337.3352956
2004-02-05,132688.14,130324.61,131689.0,132462.0,131163.36,131920.25,130129.55,131606.22,131812.5,62288.3654954
2004-02-06,133332.86,132927.12,132803.84,132942.24,134322.93,132569.46,132599.39,132947.36,132699.16,62349.1026067
2004-02-09,132917.18,133660.56,132973.88,132707.3,132255.92,133353.0,133611.6,131869.72,133120.2,63087.1041768
2004-02-10,133530.54,134767.32,133335.96,133636.32,133199.6,133639.66,134118.46,133320.11,133810.44,63032.5889572
2004-02-11,136405.6,135378.99,135895.5,135064.86,134454.8,134024.54,134862.45,134884.28,134895.48,63275.9389141
2004-02-12,134481.5,135815.52,134877.62,134692.92,134022.27,135074.5,134687.16,134567.07,134385.65,63895.4894643
2004-02-13,133447.42,134559.6,134278.8,133644.06,132930.48,134011.8,134395.58,134152.84,134122.71,63944.5795257
2004-02-17,134861.7,135123.31,134999.76,135317.28,135294.95,135049.53,135317.5,135095.48,135333.6,63769.9532722
2004-02-18,134359.27,133968.18,134399.86,134615.0,134531.51,134960.66,134887.5,134710.8,134765.1,63997.6560766
2004-02-19,135673.2,134850.0,134457.6,133604.64,132215.85,135300.47,133886.83,134473.5,133868.28,64101.2316195
2004-02-20,133289.52,133180.06,134186.88,133762.44,134279.28,134887.26,133895.88,133517.16,133752.36,63618.8084649
2004-02-23,133522.74,134704.2,133518.45,133428.18,132640.78,134665.0,133908.39,133980.36,133467.75,63566.4870696
2004-02-24,133886.52,133776.72,133691.85,133670.19,134253.54,133136.64,132820.8,134423.4,133888.37,63206.5724629
2004-02-25,134511.56,134580.16,134382.69,133697.7,133656.96,134025.85,134531.32,134091.6,134926.74,63496.4558098
2004-02-26,134568.0,134300.01,134562.34,134414.72,134830.32,134117.57,134688.0,134360.6,134914.56,63411.1529883
2004-02-27,134951.52,134978.34,134923.46,134632.94,133662.34,134759.08,135727.25,134382.52,134773.87,63936.626754
2004-03-01,135886.41,136926.82,135450.0,135820.92,136384.5,136594.9,135723.46,135624.36,135616.47,64127.1984604
2004-03-02,134942.46,134670.2,135269.4,135528.96,135420.8,135188.25,135472.5,135158.4,135237.3,64470.3276766
2004-03-03,135212.22,135419.2,135780.7,135129.23,134612.84,135590.84,134930.95,135863.47,135363.69,63824.4871654
2004-03-04,136400.45,135368.54,135537.6,135551.22,136162.13,135506.32,135670.78,135635.7,135679.36,64126.1950111
2004-03-05,135757.56,135976.69,135973.44,136285.26,135636.8,135981.27,136837.96,136262.04,136880.37,64222.8167704
2004-03-08,134801.06,135386.6,135576.63,134444.2,133065.14,136096.92,136227.95,135986.22,134523.76,64607.8978387
2004-03-09,133327.09,134176.0,134577.1,133797.3,134778.05,135228.88,134645.56,133551.0,134131.62,63845.6261575
2004-03-10,131146.05,131865.0,132549.5,132263.11,131945.94,133309.86,132462.75,132821.68,132456.72,63525.3784506
2004-03-11,130822.79,129924.2,129907.8,130279.57,130066.86,130245.96,130852.5,130152.4,130423.3,62465.1432021
2004-03-12,131815.44,132174.56,132178.53,131903.85,132204.15,131444.82,131821.76,131375.75,132108.9,62247.9747117
2004-03-15,129585.26,130486.95,130206.84,129558.15,130080.08,129933.96,131838.91,130723.56,130060.4,62317.0610756
2004-03-16,130722.88,130689.0,131357.98,131336.64,130599.36,130592.0,131484.8,131356.69,131378.0,62204.7414224
2004-03-17,132482.58,133235.52,132833.75,132538.24,132788.5,132749.6,132943.28,131738.88,132928.32,62507.7139706
2004-03-18,132326.87,133378.86,133071.93,132742.31,132473.73,132769.0,132293.72,132089.92,132276.48,62670.4117083
2004-03-19,131300.4,129739.68,130883.1,130826.85,130863.5,131718.52,131086.2,130299.9,131255.1,62505.4687637
2004-03-22,129178.26,129007.47,129359.16,129285.0,129384.37,129633.67,129357.96,128407.16,129262.56,61378.4810011
2004-03-23,128661.52,129001.32,129256.61,128828.38,128268.14,129600.9,129620.64,129491.58,128879.58,61499.8936394
2004-03-24,129146.6,126432.15,128387.75,129387.84,129862.84,129282.0,128939.44,128114.25,129119.25,61182.34167
2004-03-25,131507.53,129116.7,130165.1,131056.32,131705.52,130379.4,129275.1,129784.68,131105.1,61258.7926083
2004-03-26,131044.3,131122.8,130509.85,130495.79,130159.8,130410.0,130523.14,130477.7,130541.76,61831.7891707
2004-03-29,131599.68,131130.15,132118.02,132028.38,131649.48,132693.5,132501.8,132325.88,131342.65,62275.7321546
2004-03-30,133006.9,133394.4,132512.6,133014.42,132331.38,132589.6,132725.6,131747.52,132786.83,62598.4891534
2004-03-31,132545.8,132675.48,132652.8,132799.99,132501.88,132897.57,133133.49,133188.5,132581.76,62783.8074506
2004-04-01,133468.72,131118.22,133576.16,133384.32,133240.17,133207.55,133442.4,133037.96,133778.55,63037.6979061
2004-04-02,135030.96,134097.6,133433.84,134376.72,134947.44,133497.0,134309.42,133956.0,134213.24,63498.9760295
2004-04-05,134630.16,134625.26,134944.47,135356.4,135229.9,134400.1,134106.96,135400.65,135826.78,63559.2353545
2004-04-06,135783.56,134365.92,134748.9,134865.24,134277.58,135114.72,135255.81,135133.04,134755.76,63732.8722771
2004-04-07,133668.54,135156.48,133879.08,134063.7,134076.54,134487.0,133535.42,134408.51,133694.4,63562.4847788
2004-04-08,133517.46,134841.63,134007.14,133348.6,133650.75,133783.8,134374.02,133182.4,133344.0,63761.8167856
2004-04-12,135144.72,135207.28,134318.91,134766.22,134451.2,134746.68,132158.08,135656.9,134662.71,63748.1825674
2004-04-13,131915.72,132206.56,132110.44,132526.0,132524.08,133076.85,134068.2,132760.6,132063.9,63444.4377965
2004-04-14,132554.35,132875.6,131302.5,132561.0,132169.32,133180.04,133665.42,133102.53,133056.96,62649.3677657
2004-04-15,133235.8,133518.32,132411.14,133198.74,131678.04,133531.92,133058.97,135281.25,132899.13,62992.5708843
2004-04-16,134321.39,133860.72,134014.54,134416.0,133437.78,133771.68,133560.31,133889.6,134161.23,63143.1815407
2004-04-19,133509.6,133062.49,134099.46,133456.4,135412.48,134038.35,133172.48,134055.36,134181.55,63275.8051934
2004-04-20,131275.49,131773.44,131618.76,132229.86,130703.2,132743.63,133467.32,132166.4,132484.38,63534.9313335
2004-04-21,132663.4,132670.14,132001.14,133283.4,132304.9,132075.75,132552.31,131684.18,132524.5,62453.5984701
2004-04-22,136091.54,134497.22,134758.68,135828.0,135074.5,134013.0,133919.06,133889.6,134386.11,62839.7819495
2004-04-23,134434.26,134155.7,134558.7,134578.32,134254.92,134964.9,134564.7,134178.0,134169.34,63604.2547874
2004-04-26,133462.8,134305.86,133929.92,133566.0,133027.86,134583.12,134218.4,133886.92,133344.0,63984.0264291
2004-04-27,134582.5,135395.82,134131.55,134232.0,133456.7,134744.64,134000.8,134308.3,134744.04,63703.005204
2004-04-28,131444.03,132318.24,132305.1,132294.36,132438.9,133136.97,134100.25,133137.84,132498.48,63265.5899394
2004-04-29,131291.59,129920.1,132201.81,131217.8,131214.6,132789.33,130708.6,132229.87,131580.8,62713.5266814
2004-04-30,131502.84,131831.9,131283.2,131784.5,130353.9,132341.31,132040.5,131803.06,131084.64,62569.0433573
2004-05-03,132881.22,133826.28,132293.84,132897.8,131482.32,132061.16,133125.65,132761.22,132289.44,62486.6843434
2004-05-04,132838.12,132146.58,132761.64,133058.03,133202.85,132818.4,133703.0,132642.5,132730.35,62788.348265
2004-05-05,132565.65,134706.75,132060.0,133210.95,132790.9,133023.94,131684.28,133407.5,133277.88,62907.9951747
2004-05-06,132265.46,132056.98,131554.8,132462.47,132482.5,132291.38,132928.24,131803.05,131603.97,62623.3839948
2004-05-07,127829.24,129733.12,129568.2,130240.66,130261.6,130792.72,129515.76,130576.24,129224.35,62367.4634663
2004-05-10,129869.46,128171.5,128683.2,127884.33,128832.0,127995.36,128242.4,127514.94,127839.32,60871.8568486
2004-05-11,129844.5,129948.0,129288.36,128934.0,129598.56,129059.77,127813.99,129174.21,129382.4,61188.294949
2004-05-12,129751.65,129087.12,130669.11,130024.98,129087.12,129082.98,129147.54,129483.2,129991.0,61030.634929
2004-05-13,130398.22,128735.32,129646.44,129777.03,129520.96,129534.12,129718.4,129396.0,129394.32,61227.6730978
2004-05-14,129435.6,130412.42,129675.75,129750.86,129011.85,130049.28,129369.35,129738.2,129607.42,61055.4478012
2004-05-17,127752.24,127502.2,128748.48,128649.48,128524.8,129103.1,127558.8,129082.37,128579.28,60888.6650236
2004-05-18,130525.44,127989.7,129659.24,130124.92,128898.62,129208.4,128577.12,128718.72,129930.15,61120.3617087
2004-05-19,128231.04,130386.04,128598.72,128730.88,129010.45,129043.2,128467.8,128938.92,128465.88,61668.3474147
2004-05-20,127939.5,128436.75,129398.25,129054.24,128707.47,129660.52,129687.22,128647.4,129309.08,61257.9245829
2004-05-21,128890.88,128054.18,129753.52,129946.32,129612.11,129513.71,129041.5,129751.95,129765.44,61325.2013854
2004-05-24,129332.0,132491.76,129865.12,129801.46,129438.4,129496.3,131044.75,129553.17,130172.25,61754.174342
2004-05-25,132974.82,130649.75,132517.84,132445.6,132900.35,132095.85,132233.1,131199.0,133294.63,61571.4366653
2004-05-26,132328.48,131240.9,132799.58,132258.64,132155.83,132106.56,132685.54,132409.62,132058.55,62494.6158457
2004-05-27,132761.6,132414.46,132525.46,132842.55,133011.7,133136.94,132648.03,133885.5,132436.15,62980.3787015
2004-05-28,133659.54,133175.32,132782.68,132864.6,133395.6,132526.08,132854.84,132852.44,133151.85,62905.0972624
2004-06-01,132884.62,133291.06,133038.0,133383.55,132806.37,133067.65,133015.09,133296.12,133246.32,63036.3040527
2004-06-02,133735.42,132470.1,133684.02,134179.5,133406.67,134118.04,133382.63,133531.55,133816.32,63153.1322915
2004-06-03,131379.64,131311.66,132684.8,132844.2,132502.75,132855.51,132760.76,132839.43,132971.52,63076.5556037
2004-06-04,133647.2,133145.1,133176.0,133334.25,132647.55,132632.64,132708.16,132909.75,133172.93,62899.6831409
2004-06-07,134990.8,135732.7,134873.04,134830.08,135496.8,134863.08,134618.22,134408.96,135026.65,63438.4220674
2004-06-08,135457.0,133282.8,134855.94,135121.92,135940.28,135472.7,134247.96,134940.48,135650.88,63784.0368796
2004-06-09,133324.8,134966.32,133461.84,133376.22,133746.6,134261.58,133447.26,133818.49,133617.12,63740.9907653
2004-06-10,133898.32,134929.34,134498.7,134802.36,134675.95,134334.64,134684.09,134110.2,134193.35,63690.4209541
2004-06-14,133114.64,133321.06,133048.3,133763.0,132866.77,133587.58,133571.25,133346.06,132729.8,63371.9514835
2004-06-15,134607.48,134771.7,133962.4,134752.86,134437.08,134126.34,133294.74,134106.0,133908.81,63587.8183717
2004-06-16,135265.341,135178.38,134552.83,134757.0,134315.2,134420.22,134120.82,134334.86,134321.76,63656.1033927
2004-06-17,134748.01,135105.72,134790.04,134993.2,134127.3,134077.51,135011.92,134954.64,134946.5,63593.5056312
2004-06-18,135303.52,134776.74,134386.24,135000.36,134408.01,134408.78,135190.22,134413.45,134256.9,63676.7580213
2004-06-21,134678.88,134220.56,134123.04,134191.28,133506.48,134513.6,135175.14,134093.75,134365.84,63839.9857139
2004-06-22,135147.6,135181.2,134793.26,135120.0,134986.5,134908.2,133490.94,134288.0,134152.84,63645.755309
2004-06-23,135921.76,136521.84,135713.76,136707.45,136647.68,135094.12,135498.44,135734.41,135691.95,63829.8608377
2004-06-24,135190.32,134967.71,135742.44,136106.74,135307.89,135366.0,136178.35,136106.72,135575.0,64333.8203319
2004-06-25,135232.16,135295.23,135106.4,135602.61,135837.73,134775.2,135118.62,135153.6,135288.15,64314.0757264
2004-06-28,134717.28,134122.26,134983.34,134404.56,134187.9,135195.28,135449.72,135032.82,134397.25,64199.000822
2004-06-29,136431.4,135019.28,134957.32,135422.4,135552.08,135007.5,133930.0,135198.0,134425.06,63840.4519638
2004-06-30,136149.52,136151.0,135441.2,136106.34,136036.75,135364.2,135907.2,135680.4,135676.0,64081.3093116
2004-07-01,133449.84,135507.25,134407.68,134255.2,134416.8,134420.0,134282.12,134138.76,134309.16,64110.2185684
2004-07-02,134673.28,134395.87,134018.14,134100.09,134247.9,133868.16,134207.76,134170.16,133889.91,63470.0506933
2004-07-06,132916.56,132843.36,133471.98,133744.72,132772.5,133949.59,133673.6,133339.68,133911.7,63395.8399743
2004-07-07,134138.88,134767.14,133160.4,133416.9,133709.4,133517.37,134123.52,133235.76,133399.88,63197.9817793
2004-07-08,133066.28,132482.76,132711.38,133007.42,132123.42,133570.98,133305.96,132566.0,132508.16,63198.7151263
2004-07-09,133472.04,133658.98,133204.41,133602.15,133224.91,133404.93,132864.48,132402.48,133368.2,63094.5802175
2004-07-12,133470.84,132588.0,133626.24,133861.98,133663.1,133235.52,132878.4,132694.84,133253.25,62904.5785473
2004-07-13,133930.38,133974.75,133233.95,133357.8,132433.88,133536.78,133590.17,133652.16,133623.36,63114.110539
2004-07-14,133851.69,134289.5,133263.12,133165.9,132806.4,133248.97,133976.52,133025.1,132871.2,63130.063859
2004-07-15,133630.3,134294.11,132550.4,133942.32,132592.2,132629.84,133872.09,131911.77,132867.75,63352.9895185
2004-07-16,132937.98,134083.8,132811.5,132341.88,131373.9,133144.56,133812.56,133536.36,131878.81,63327.0841665
2004-07-19,132542.1,132990.98,132987.42,132571.33,133195.86,132789.58,133473.6,132256.78,132322.77,63037.340461
2004-07-20,133468.32,132744.48,133712.8,133657.74,134311.9,132939.09,132835.2,132947.31,133782.46,62915.6258825
2004-07-21,131019.36,130849.02,131879.7,131457.87,130867.1,132526.35,131541.6,131465.86,132054.64,63363.4706982
2004-07-22,131917.11,131067.96,131990.5,131179.44,132342.0,131358.78,130776.6,131735.7,132575.94,62048.6470475
2004-07-23,131575.68,130671.36,131075.36,130865.07,130234.24,130552.24,130310.36,130487.04,130342.38,62021.779413
2004-07-26,129403.82,129282.46,130819.65,129923.4,130463.76,130521.98,130096.0,130381.02,129964.37,61980.3395792
2004-07-27,132790.05,132101.15,130826.8,131408.8,130994.16,130739.04,130094.21,131294.36,132092.24,61769.3029598
2004-07-28,132609.12,132059.4,131342.68,132215.28,131327.45,131438.78,132430.82,131354.4,130710.25,62147.7167082
2004-07-29,133538.46,133167.27,131936.0,131979.9,132443.8,131019.55,132340.32,132871.72,132074.56,62593.0547189
2004-07-30,132786.58,132688.05,132857.5,132669.32,133280.64,132753.6,133224.8,133089.84,133161.68,63022.2743427
2004-08-02,134335.66,132816.18,134199.66,133960.14,133915.79,133263.87,133661.4,132805.66,133437.2,62902.9948699
2004-08-03,133217.7,133627.2,133044.9,132629.76,131544.54,133065.92,133509.27,133073.46,132441.3,63170.2096369
2004-08-04,133917.24,130018.32,133021.76,132908.16,132748.8,133096.04,133735.68,132739.2,132435.16,62680.7059192
2004-08-05,130023.95,131057.0,130796.4,130173.3,130062.98,131285.61,131243.1,130129.92,130432.05,62710.4511814
2004-08-06,128812.06,128163.95,128962.78,128560.5,128075.48,129362.4,129274.15,129697.76,129325.76,61370.3043256
2004-08-09,129658.75,130193.04,129208.84,129159.94,129330.76,129516.32,129103.7,128621.4,128711.38,61176.5169463
2004-08-10,130840.34,129269.0,130862.94,131009.86,131070.91,130384.8,130440.75,131056.64,130935.96,61426.6668916
